,title,directors,actors,genres
7022,Hum Saath-Saath Hain,['Sooraj R. Barjatya'],"['Salman Khan', ' Karisma Kapoor', ' Saif Ali Khan', ' Tabu', ' Sonali Bendre', ' Mohnish Bahl', ' Mahesh Thakur', ' Neelam', ' Alok Nath', ' Satish Shah']","['Dramas', ' International Movies', ' Music & Musicals']"
7023,Humko Deewana Kar Gaye,['Raj Kanwar'],"['Akshay Kumar', ' Katrina Kaif', ' Bipasha Basu', ' Bhagyashree', ' Shernaz Patel', ' Vivek Shaq', ' Mahesh Thakur', ' Ranjeet', ' Nina Kulkarni', ' Puneet Issar', ' Anju Mahendru', ' Manoj Joshi', ' Anil Kapoor']","['International Movies', ' Music & Musicals', ' Romantic Movies']"
7025,Hungerford,['Drew Casson'],"['Drew Casson', ' Georgia Bradley', ' Sam Carter', ' Tom Scarlett', ' Nigel Morgan', ' Colin Stark', ' Kitty Speed']","['Horror Movies', ' Independent Movies', ' International Movies']"
7026,Hunt to Kill,['Keoni Waxman'],"['Steve Austin', ' Gil Bellows', ' Gary Daniels', ' Marie Avgeropoulos', ' Emilie Ullerup', ' Michael Eklund', ' Eric Roberts', ' Michael Hogan', ' Donnelly Rhodes', ' Adrian Holmes']",['Action & Adventure']
7027,Hunter's Prayer,['Jonathan Mostow'],"['Sam Worthington', ' Odeya Rush', ' Amy Landecker', ' Allen Leech', ' Verónica Echegui']","['Action & Adventure', ' Independent Movies']"
7030,Hurricane Bianca,['Matt Kugelman'],"['Roy Haylock', ' Bianca Leigh', ' Denton Blane Everett', ' Willam Belli', ' D.J. ""Shangela"" Pierce', ' Justin ""Alyssa Edwards"" Johnson', ' Molly Ryman', ' Ted Ferguson', ' Rachel Dratch', ' Alan Cumming', ' Margaret Cho', ' RuPaul']","['Comedies', ' Independent Movies', ' LGBTQ Movies']"
7031,Hurricane Bianca: From Russia With Hate,['Matt Kugelman'],"['Roy Haylock', ' Rachel Dratch', ' Brian McCook', ' D.J. ""Shangela"" Pierce', ' Doug Plaut', ' Cheyenne Jackson', ' Kristen Johnston', ' Heather McDonald', ' Wanda Sykes', ' Janeane Garofalo']","['Comedies', ' Independent Movies', ' LGBTQ Movies']"
7032,Hustle & Flow,['Craig Brewer'],"['Terrence Howard', ' Anthony Anderson', ' Taryn Manning', ' Taraji P. Henson', ' DJ Qualls', ' Ludacris', ' Paula Jai Parker', ' Elise Neal', ' Isaac Hayes']","['Dramas', ' Independent Movies', ' Music & Musicals']"
7034,Hypersomnia,['Gabriel Grieco'],"['Yamila Saud', ' Gerardo Romano', ' Jimena Barón', ' Vanesa González', ' Candela Vetrano', ' Florencia Torrente', ' Nazareno Casero', ' Sofía Gala', ' Gustavo Garzón', ' Belén Chavanne', ' Fabiana Cantilo', ' Peter Lanzani']","['Horror Movies', ' International Movies', ' Thrillers']"
7035,I Am,['Onir'],"['Juhi Chawla', ' Rahul Bose', ' Nandita Das', ' Sanjay Suri', ' Manisha Koirala', ' Purab Kohli', ' Shernaz Patel', ' Abhimanyu Singh', ' Arjun Mathur', ' Radhika Apte']","['Dramas', ' Independent Movies', ' International Movies']"
7036,I Am Bolt,"['Benjamin Turner', ' Gabe Turner']",['Usain Bolt'],"['Documentaries', ' Sports Movies']"
7037,I Am Jane Doe,['Mary Mazzio'],['Jessica Chastain'],['Documentaries']
7038,I Am Maris,['Laura VanZee Taylor'],['Maris Degener'],['Documentaries']
7040,I Am Not Madame Bovary,['Feng Xiaogang'],"['Fan Bingbing', ' Guo Tao', ' Da Peng', ' Zhang Jiayi', ' Yu Hewei', ' Yi Zhao', ' Zonghan Li', ' Zhao Lixin', ' Tian Xiaojie', ' Yin Yuanzhang', ' Enhe Feng', ' Xin Liu', ' Jiang Yongbo']","['Comedies', ' Dramas', ' International Movies']"
7041,I Am Sun Mu,['Adam Sjöberg'],,"['Documentaries', ' International Movies']"
7042,I Am Vengeance,['Ross Boyask'],"['Stu Bennett', ' Anna Shaffer', ' Mark Griffin', ' Bryan Larkin', ' Kevin Leslie', ' Gary Daniels']",['Action & Adventure']
7043,I Am Wrath,['Chuck Russell'],"['John Travolta', ' Christopher Meloni', ' Amanda Schull', ' Sam Trammell', ' Patrick St. Esprit', ' Rebecca De Mornay', ' Asante Jones', ' Paul Sloan', ' Luis Da Silva Jr.', ' Jordan Whalen']","['Action & Adventure', ' Dramas']"
7044,I Don't Know How She Does It,['Douglas McGrath'],"['Sarah Jessica Parker', ' Pierce Brosnan', ' Greg Kinnear', ' Christina Hendricks', ' Kelsey Grammer', ' Seth Meyers', ' Olivia Munn', ' Jane Curtin', ' Mark Blum', ' Busy Philipps', ' Sarah Shahi', ' Jessica Szohr']",['Comedies']
7045,I Dream Of Dance,['Maria Demeshkina Peek'],,"['Children & Family Movies', ' Documentaries']"
7046,I Fine... Thank You... Love You,['Mez Tharatorn'],"['Preechaya Pongthananikorn', ' Sunny Suwanmethanont', ' Sora Aoi', ' Puttachat Pongsuchat', ' Popetorn Soonthornyanakij']","['Comedies', ' International Movies', ' Romantic Movies']"
7047,"I, Daniel Blake",['Ken Loach'],"['Dave Johns', ' Hayley Squires', ' Briana Shann', ' Dylan McKiernan', ' Kate Rutter', ' Sharon Percy', ' Kema Sikazwe', ' Steven Richens']","['Dramas', ' Independent Movies']"
7048,I'll See You in My Dreams,['Brett Haley'],"['Blythe Danner', ' Martin Starr', ' June Squibb', ' Rhea Perlman', ' Mary Kay Place', ' Malin Akerman', ' Sam Elliott', ' Aarti Mann', ' Mark Adair-Rios', ' Ashley Spillers']","['Comedies', ' Dramas', ' Independent Movies']"
7049,I'm in Love with a Church Girl,['Steve Race'],"['Ja Rule', ' Adrienne Bailon', ' Stephen Baldwin', ' Vincent Pastore', ' Michael Madsen', ' T-Bone', ' Martin Kove', ' Toby Mac']","['Dramas', ' Faith & Spirituality', ' Romantic Movies']"
7051,Ice Guardians,['Brett Harvey'],"['Dave Brown', ' Brett Hull', ' Rob Ray', ' Jarome Iginla', ' Wendel Clark', ' Scott Parker', ' Dave schultz', ' Jay Baruchel']","['Documentaries', ' International Movies', ' Sports Movies']"
7052,Iceman,['Law Wing-cheong'],"['Donnie Yen', ' Wang Baoqiang', ' Shengyi Huang', ' Yu Kang', ' Simon Yam', ' Lam Suet', ' Singh Hartihan Bitto', ' Mark Wu']","['Action & Adventure', ' International Movies', ' Sci-Fi & Fantasy']"
7053,Ideachi Kalpana,['Sachin'],"['Bhargavi Chirmuley', ' Mahesh Kothare', ' Sachin', ' Ashok Saraf', ' Nirmiti Sawant']","['Comedies', ' International Movies', ' Romantic Movies']"
7055,Igor,['Tony Leondis'],"['John Cusack', ' Steve Buscemi', ' Sean Hayes', ' Molly Shannon', ' Eddie Izzard', ' Jennifer Coolidge', ' Jay Leno']",['Children & Family Movies']
7056,Iliza Shlesinger: War Paint,['Jay Chapman'],['Iliza Shlesinger'],['Stand-Up Comedy']
7057,Imagine That,['Karey Kirkpatrick'],"['Eddie Murphy', ' Thomas Haden Church', ' Yara Shahidi', ' Ronny Cox', ' Stephen Rannazzisi', ' Nicole Ari Parker', ' DeRay Davis', ' Vanessa Williams', ' Martin Sheen', ' Lauren Weedman', ' Timm Sharp', "" Bobb'e J. Thompson""]","['Children & Family Movies', ' Comedies', ' Sci-Fi & Fantasy']"
7058,Immoral Tales,['Walerian Borowczyk'],"['Lise Danvers', ' Fabrice Luchini', ' Charlotte Alexandra', ' Paloma Picasso', ' Pascale Christophe', ' Florence Bellamy', ' Jacopo Berinizi', ' Lorenzo Berinizi']","['Dramas', ' International Movies', ' Romantic Movies']"
7060,In Search of Fellini,['Taron Lexton'],"['Ksenia Solo', ' Mary Lynn Rajskub', ' Maria Bello', ' Enrico Oetiker', ' Paolo Bernardini', ' Beth Riesgraf', "" David O'Donnell"", ' Nancy Cartwright', ' Bruno Zanin', ' Michael Wiseman', ' Andrea Osvárt']","['Action & Adventure', ' Dramas']"
7061,In The Deep,['Johannes Roberts'],"['Mandy Moore', ' Claire Holt', ' Matthew Modine', ' Chris Johnson', ' Yani Gellman', ' Santiago Segura']","['Horror Movies', ' International Movies', ' Thrillers']"
7062,Incir Receli 2,['Aytaç Ağırlar'],"['Halil Sezai Paracıkoğlu', ' Şafak Pekdemir', ' Ahmet Uz', ' Mehmet Selim Akgül', ' Sinan Çalışkanoğlu', ' Tuğba Sarıünal']","['Dramas', ' International Movies', ' Romantic Movies']"
7063,Incoming,['Eric Zaragosa'],"['Scott Adkins', ' Aaron McCusker', ' Vahldin Prelic', ' Lukas Loughran', ' Michelle Lehane', ' Alaa Seif', ' Milan Kovacevic', ' Arkie Reece', ' Vladimir Alenikov', ' Dominic Power']","['Action & Adventure', ' Sci-Fi & Fantasy']"
7064,Incomplete,['Suman Mukhopadhyay'],"['Ritwick Chakraborty', ' Swastika Mukherjee', ' Paoli Dam', ' Bratya Basu', ' Santu Mukherjee', ' Dibyendu Bhattacharya', ' Anindya Bandopadhyay', ' Poulomi Das', ' Nigel Akkara', ' Bhed Sinha']","['Dramas', ' International Movies', ' Romantic Movies']"
7065,Inconceivable,['Jonathan Baker'],"['Gina Gershon', ' Faye Dunaway', ' Nicolas Cage', ' Nicky Whelan', ' Natalie Eva Marie', ' Jonathan Baker', ' James Van Patten']",['Thrillers']
7066,Incorruptible,['Elizabeth Chai Vasarhelyi'],,['Documentaries']
7067,Incredibles 2 (Spanish Version),['Brad Bird'],"['Víctor Trujillo', ' Consuelo Duval', ' Darío T. Pie', ' Leyla Rangel', ' Oliver Díaz Barba', ' Dulce Guerrero', ' Eli Fucile', ' Martin Hernandez']","['Children & Family Movies', ' Comedies']"
7068,INDIA,['Sanjeev Gupta'],"['Heeba Shah', ' Ashwin Shukla', ' Muskaan', ' Aldan Shaikh', ' Ayesha']","['Dramas', ' Independent Movies', ' International Movies']"
7070,Indiana Jones and the Kingdom of the Crystal Skull,['Steven Spielberg'],"['Harrison Ford', ' Cate Blanchett', ' Karen Allen', ' Ray Winstone', ' John Hurt', ' Jim Broadbent', ' Igor Jijikine', ' Shia LaBeouf']","['Action & Adventure', ' Children & Family Movies', ' Sci-Fi & Fantasy']"
7071,Indiana Jones and the Last Crusade,['Steven Spielberg'],"['Harrison Ford', ' Sean Connery', ' Denholm Elliott', ' Alison Doody', ' John Rhys-Davies', ' Julian Glover', ' River Phoenix', ' Michael Byrne', ' Kevork Malikyan', ' Robert Eddison']","['Action & Adventure', ' Children & Family Movies', ' Classic Movies']"
7072,Indiana Jones and the Raiders of the Lost Ark,['Steven Spielberg'],"['Harrison Ford', ' Karen Allen', ' Paul Freeman', ' Ronald Lacey', ' John Rhys-Davies', ' Denholm Elliott', ' Alfred Molina', ' Wolf Kahler', ' Anthony Higgins', ' Vic Tablian']","['Action & Adventure', ' Children & Family Movies', ' Classic Movies']"
7073,Indiana Jones and the Temple of Doom,['Steven Spielberg'],"['Harrison Ford', ' Kate Capshaw', ' Amrish Puri', ' Roshan Seth', ' Philip Stone', ' Roy Chiao', ' Jonathan Ke Quan', ' David Yip', ' Ric Young', ' Chua Kah Joo']","['Action & Adventure', ' Children & Family Movies', ' Classic Movies']"
7074,Indiscretion,['John Stewart Muller'],"['Mira Sorvino', ' Cary Elwes', ' Christopher Backus', ' Katherine McNamara', ' Lisa Gay Hamilton', ' Melora Walters', ' Buck Taylor', ' Shane Callahan']","['Dramas', ' Thrillers']"
7075,Inequality for All,['Jacob Kornbluth'],['Robert Reich'],['Documentaries']
7076,Influx,['Luca Vullo'],,"['Documentaries', ' International Movies']"
7077,Inglourious Basterds,['Quentin Tarantino'],"['Brad Pitt', ' Mélanie Laurent', ' Christoph Waltz', ' Eli Roth', ' Michael Fassbender', ' Diane Kruger', ' Daniel Brühl', ' Til Schweiger', ' Gedeon Burkhard', ' Jacky Ido', ' B.J. Novak', ' Sylvester Groth', ' Martin Wuttke']",['Action & Adventure']
7078,Inkheart,['Iain Softley'],"['Brendan Fraser', ' Paul Bettany', ' Helen Mirren', ' Jim Broadbent', ' Andy Serkis', ' Sienna Guillory', ' Eliza Bennett', ' Rafi Gavron', ' Lesley Sharp', ' Jamie Foreman']","['Action & Adventure', ' Children & Family Movies', ' Sci-Fi & Fantasy']"
7079,Insan,['K. Subhash'],"['Akshay Kumar', ' Ajay Devgn', ' Tusshar Kapoor', ' Esha Deol', ' Lara Dutta', ' Laila', ' Rahul Dev', ' Koena Mitra', ' Archana Puran Singh', ' Sharat Saxena']","['Action & Adventure', ' Dramas', ' International Movies']"
7084,Instructions Not Included,['Eugenio Derbez'],"['Eugenio Derbez', ' Jessica Lindsey', ' Loreto Peralta', ' Daniel Raymont', ' Alessandra Rosaldo', ' Hugo Stiglitz', ' Arcelia Ramírez', ' Sammy Pérez', ' Agustín Bernal', ' Karla Souza']","['Comedies', ' Dramas', ' International Movies']"
7086,Internet Famous,['Michael Gallagher'],"['Shane Dawson', ' Steve Greene', ' Amanda Cerny', ' Christian Delgrosso', ' Wendy McColm', ' Richard Ryan', ' Roger Bart', ' John Michael Higgins', ' Missi Pyle', ' Jimmy Tatro', ' Tay Zonday', ' Adam Busch']",['Comedies']
7087,Into the Forest,['Patricia Rozema'],"['Ellen Page', ' Evan Rachel Wood', ' Max Minghella', ' Callum Keith Rennie', ' Michael Eklund', ' Wendy Crewson']","['Dramas', ' International Movies', ' Sci-Fi & Fantasy']"
7088,Inuyasha the Movie - L'isola del fuoco scarlatto,['Toshiya Shinohara'],"['Kappei Yamaguchi', ' Satsuki Yukino', ' Koji Tsujitani', ' Houko Kuwashima', ' Kumiko Watanabe', ' Noriko Hidaka', ' Ken Narita', ' Cho', ' Mamiko Noto', ' Nobutoshi Canna', ' Fumiko Orikasa', ' Richard Ian Cox', ' Moneca Stori']","['Action & Adventure', ' Anime Features', ' International Movies']"
7089,Inuyasha the Movie - La spada del dominatore del mondo,['Toshiya Shinohara'],"['Kappei Yamaguchi', ' Satsuki Yukino', ' Koji Tsujitani', ' Houko Kuwashima', ' Kumiko Watanabe', ' Ken Narita', ' Akio Otsuka', ' Kikuko Inoue']","['Action & Adventure', ' Anime Features', ' International Movies']"
7090,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,['Toshiya Shinohara'],"['Kappei Yamaguchi', ' Satsuki Yukino', ' Koji Tsujitani', ' Houko Kuwashima', ' Kumiko Watanabe', ' Noriko Hidaka', ' Kenichi Ogata', ' Toshiyuki Morikawa', ' Mieko Harada']","['Action & Adventure', ' Anime Features', ' International Movies']"
7091,Invictus,['Clint Eastwood'],"['Morgan Freeman', ' Matt Damon', ' Tony Kgoroge', ' Patrick Mofokeng', ' Matt Stern', ' Julian Lewis Jones', ' Adjoa Andoh', ' Marguerite Wheatley', ' Leleti Khumalo', ' Patrick Lyster', ' Penny Downie']","['Dramas', ' Sports Movies']"
7092,Invisible Essence: The Little Prince,['Charles Officer'],,['Documentaries']
7093,Inxeba,['John Trengove'],"['Nakhane Touré', ' Bongile Mantsai', ' Niza Jay', ' Thobani Mseleni', ' Gamelihle Bovana', ' Halalisani Bradley Cebekhulu', ' Inga Qwede', ' Sibabalwe Ngqayana', ' Siphosethu Ngcetane', ' Zwelakhe Mtsaka']","['Dramas', ' Independent Movies', ' International Movies']"
7094,Iqbal,['Nagesh Kukunoor'],"['Shreyas Talpade', ' Naseeruddin Shah', ' Girish Karnad', ' Shweta Prasad', ' Yatin Karyekar', ' Prateeksha Lonkar', ' Dilip Salgaonkar', ' Jyoti Joshi', ' Aadarsh Balakrishna', ' Gururaj Manepalli']","['Dramas', ' Independent Movies', ' International Movies']"
7095,Irada Pakka,['Kedar Shinde'],"['Smita Jaykar', ' Siddarth Jadhav']","['Comedies', ' Dramas', ' International Movies']"
7096,Iron Cowboy: The Story of the 50.50.50,['Jacob Schwab'],['James Lawrence'],"['Documentaries', ' Sports Movies']"
7097,Iron Man & Captain America: Heroes United,['Leo Riley'],"['Adrian Pasdar', ' Roger Craig Smith', ' Fred Tatasciore', ' David Kaye', ' Clancy Brown', "" Liam O'Brien"", ' Robin Atkin Downes', ' Dee Bradley Baker']","['Children & Family Movies', ' Sci-Fi & Fantasy']"
7099,Ishqedarriyaan,['V. K. Prakash'],"['Suhasini Mulay', ' Kavin Dave', ' Evelyn Sharma']","['Dramas', ' International Movies', ' Romantic Movies']"
7102,Issaq,['Manish Tiwary'],"['Prateik', ' Amyra Dastur', ' Ravi Kishan', ' Prashant Narayanan', ' Rajeshwari Sachdev', ' Neena Gupta', ' Makarand Deshpande', ' Vineet Kumar Singh', ' Amit Sial', ' Prashantt Guptha', ' Sudhir Pandey', ' Evelyn Sharma', ' Sandeep Bose']","['Dramas', ' International Movies', ' Music & Musicals']"
7103,It Takes Two,['Andy Tennant'],"['Kirstie Alley', ' Steve Guttenberg', ' Mary-Kate Olsen', ' Ashley Olsen', ' Philip Bosco', ' Jane Sibbett']","['Children & Family Movies', ' Comedies']"
7104,It's Fine,['Ismail Farouk'],"['Saad El Soghayar', ' Amar', ' Mohamed Ramadan', ' Kareem Mahmoud Abdel Aziz', ' Ayten Amer', ' Aminaa Alfakharani', ' Genna Amr', ' Lotfy Labib', ' Mahmoud Ellithy']","['Comedies', ' International Movies', ' Music & Musicals']"
7105,It's Now or Never,['Maria Ripoll'],"['Dani Rovira', ' María Valverde', ' Jordi Sánchez', ' Joaquín Núñez', ' Alicia Rubio', ' Clara Lago', ' Anna Gras', ' Gracia Olayo', ' Melody', ' Marta Pérez']","['Comedies', ' International Movies', ' Romantic Movies']"
7106,"It's Okay, Buddy",['Hani Hamdi'],"['Mahmood El-Laithi', ' Saad El Soghayar', ' Nermin Maher', ' Safinaz']","['Comedies', ' International Movies', ' Music & Musicals']"
7107,Iverson,['Zatella Beatty'],['Allen Iverson'],"['Documentaries', ' Sports Movies']"
7108,최강전사 미니특공대 : 영웅의 탄생,['Young Jun Lee'],"['Um Sang-hyun', ' Yang Jeong-hwa', ' Jeon Tae-yeol', ' Shin Yong-woo', ' Lee So-young', ' So-yeon']",['Children & Family Movies']
7109,Jaan-E-Mann: Let's Fall in Love... Again,['Shirish Kunder'],"['Salman Khan', ' Akshay Kumar', ' Preity Zinta', ' Anupam Kher', ' Aman Verma', ' Javed Sheikh', ' Soni Razdan', ' Nawab Shah']","['Dramas', ' International Movies', ' Romantic Movies']"
7110,Jack and the Cuckoo-Clock Heart,"['Mathias Malzieu', ' Stéphane Berla']","['Orlando Seale', ' Samantha Barks', ' Harry Sadeghi', ' Stephane Cornicard', ' Jessie Buckley', ' Sophia Ellis', ' Barbara Scaff', ' Michelle Fairley', ' Richard Ridings', ' Howard Samuels']","['Children & Family Movies', ' Music & Musicals']"
7111,Jack of all Trades,"['Harvey Glazer', ' Stuart Stone']",,"['Documentaries', ' Sports Movies']"
7113,Jackie Brown,['Quentin Tarantino'],"['Pam Grier', ' Samuel L. Jackson', ' Robert Forster', ' Bridget Fonda', ' Michael Keaton', ' Robert De Niro', ' Michael Bowen', ' Chris Tucker', ' LisaGay Hamilton', "" Tommy 'Tiny' Lister"", ' Hattie Winston', ' Sid Haig']","['Dramas', ' Thrillers']"
7114,Jackpot,['Dustin Nguyen'],"['Chi Tai', ' Lan Ngoc', ' Dustin Nguyen', ' Thu Trang']","['Comedies', ' Dramas', ' International Movies']"
7115,Jail,['Madhur Bhandarkar'],"['Neil Nitin Mukesh', ' Manoj Bajpayee', ' Mugdha Godse', ' Arya Babbar', ' Chetan Pandit', ' Rahul Singh', ' Navni Parihar', ' Manish Mehta']","['Dramas', ' International Movies']"
7116,Jake's Buccaneer Blast,,"['Megan Richie', ' Riley Thomas Stewart', ' Jadon Sand', ' David Arquette', ' Jeff Bennett', ' Corey Burton', ' Adam Wylie', ' Dee Bradley Baker']",['Movies']
7117,Jal,['Girish Malik'],"['Purab Kohli', ' Tannishtha Chatterjee', ' Kirti Kulhari', ' Yashpal Sharma', ' Mukul Dev', ' Saidah Jules', ' Ravi Gossain', ' Rahul Singh']","['Dramas', ' Independent Movies', ' International Movies']"
7118,Jalpari: The Desert Mermaid,['Nila Madhab Panda'],"['Lehar Khan', ' Krishang Trivedi', ' Parvin Dabas', ' Suhasini Mulay', ' V.M. Badola', ' Tannishtha Chatterjee', ' Rahul Singh', ' Harsh Mayar']","['Dramas', ' Independent Movies', ' International Movies']"
7119,Janaan,['Azfar Jafri'],"['Armeena Rana Khan', ' Bilal Ashraf', ' Ali Rehman Khan', ' Hania Aamir', ' Usman Mukhtar', ' Nayyar Ejaz']","['Comedies', ' Dramas', ' International Movies']"
7121,Jay and Silent Bob Strike Back,['Kevin Smith'],"['Jason Mewes', ' Kevin Smith', ' Ben Affleck', ' Jeff Anderson', "" Brian O'Halloran"", ' Shannon Elizabeth', ' Eliza Dushku', ' Ali Larter', ' Jennifer Schwalbach', ' Will Ferrell', ' Jason Lee']","['Comedies', ' Cult Movies']"
7122,Jealousy and medicine,['Janusz Majewski'],"['Mariusz Dmochowski', ' Ewa Krzyżewska', ' Włodzimierz Boruński', ' Andrzej Mrowiec', ' Józef Rosiński', ' Piotr Kąkolewski', ' Beata Nowicka', ' Edmund Fetting', ' Grażyna Staniszewska', ' Andrzej Łapicki']","['Dramas', ' International Movies', ' Romantic Movies']"
7124,Jeremy Scott: The People's Designer,['Vlad Yudin'],['Jeremy Scott'],['Documentaries']
7126,Jersey Boys,['Clint Eastwood'],"['John Lloyd Young', ' Erich Bergen', ' Michael Lomenda', ' Vincent Piazza', ' Christopher Walken', ' Mike Doyle', ' Renée Marino', ' Erica Piccininni', ' Joey Russo', ' Donnie Kehr', ' Katherine Narducci', ' Steve Schirripa']","['Dramas', ' Music & Musicals']"
7127,Jesus: Countdown to Calvary,['Gerry Hoban'],['Hugh Bonneville'],"['Documentaries', ' Faith & Spirituality']"
7128,Jewel's Catch One,['C. Fitz'],['Jewel Thais-Williams'],"['Documentaries', ' LGBTQ Movies']"
7130,Jimi Hendrix,['Joe Boyd'],"['Jimi Hendrix', ' Eric Clapton', ' Billy Cox']","['Documentaries', ' Music & Musicals']"
7132,Jiro Dreams of Sushi,['David Gelb'],['Jiro Ono'],['Documentaries']
7133,Jis Desh Men Ganga Behti Hai,['Radhu Karmakar'],"['Raj Kapoor', ' Padmini', ' Pran', ' Chanchal', ' Lalita Pawar', ' Raj Mehra', ' Tiwari', ' Nana Palsikar', ' Nayampally', ' Sulochana Chatterjee']","['Action & Adventure', ' Dramas', ' International Movies']"
7134,Joe Cocker: Mad Dog with Soul,['John Edginton'],,"['Documentaries', ' International Movies', ' Music & Musicals']"
7135,John & Jane,['Ashim Ahluwalia'],,"['Documentaries', ' International Movies']"
7136,John Carter,['Andrew Stanton'],"['Taylor Kitsch', ' Lynn Collins', ' Samantha Morton', ' Willem Dafoe', ' Thomas Haden Church', ' Mark Strong', ' Ciarán Hinds', ' Dominic West', ' James Purefoy', ' Bryan Cranston', ' Polly Walker', ' Daryl Sabara', ' Art Malik', ' Eileen Page', ' Amanda Clayton', ' Davood Ghadami', "" Daniel O'Meara"", ' Jill Baker', ' Josh Daugherty', ' Oliver Boot', ' Philip Arditti', ' Arkie Reece', ' Joe Billingiere', ' Don Stark', ' Darwin Shaw', ' Figs Jackman', ' David Schwimmer', ' Emma Clifford', ' Christopher Goodman', ' Cate Fowler', ' Sean Carrigan', ' Dusty Sorg', ' Steven Cree', ' Phil Cheadle', ' Holly Weston', ' Nicholas Woodeson', ' Rupert Frazer', ' Edmund Kente']","['Action & Adventure', ' Sci-Fi & Fantasy']"
7137,John Day,['Ahishor Solomon'],"['Naseeruddin Shah', ' Randeep Hooda', ' Shernaz Patel', ' Elena Kazan', ' Sharat Saxena', ' Vipin Sharma', ' Denzil Smith', ' Kenneth Desai', ' Sushil Pandey']","['International Movies', ' Thrillers']"
7138,John Mellencamp: Plain Spoken,,['John Mellencamp'],"['Documentaries', ' Music & Musicals']"
7139,Jonathan,['Bill Oliver'],"['Ansel Elgort', ' Suki Waterhouse', ' Douglas Hodge', ' Patricia Clarkson', ' Matt Bomer', ' Souleymane Sy Savane', ' Shunori Ramanathan', ' Joe Egender']","['Dramas', ' Independent Movies', ' Sci-Fi & Fantasy']"
7141,Jora 10 Numbaria,['Amardeep Singh Gill'],"['Deep Sidhu', ' Dharmendra', ' Ashish Duggal', ' Aman Hundal', ' Pali Sidhu', ' Mukesh Tiwari', ' Mukul Dev']","['Action & Adventure', ' International Movies']"
7144,Judwaa,['David Dhawan'],"['Salman Khan', ' Karisma Kapoor', ' Rambha', ' Kader Khan', ' Anupam Kher', ' Shakti Kapoor', ' Bindu', ' Reema Lagoo', ' Satish Shah', ' Mukesh Rishi']","['Comedies', ' International Movies', ' Romantic Movies']"
7145,Judy Moody and the Not Bummer Summer,['John Schultz'],"['Jordana Beatty', ' Heather Graham', ' Parris Mosteller', ' Preston Bailey', ' Kristoffer Ryan Winters', ' Garrett Ryan', ' Jaleel White', ' Ashley Boettcher', ' Taylar Hender', ' Cameron Boyce', ' Jenica Bergere', ' Janet Varney']","['Children & Family Movies', ' Comedies']"
7146,Jugaad,['Susannah Heath-Eves'],,['Documentaries']
7147,Julie & Julia,['Nora Ephron'],"['Meryl Streep', ' Amy Adams', ' Stanley Tucci', ' Chris Messina', ' Linda Emond', ' Helen Carey', ' Mary Lynn Rajskub', ' Jane Lynch', ' Joan Juliet Buck']","['Comedies', ' Dramas']"
7149,Jumping the Broom,['Salim Akil'],"['Angela Bassett', ' Paula Patton', ' Laz Alonso', ' Loretta Devine', ' Meagan Good', ' Tasha Smith', ' Julie Bowen', ' DeRay Davis', ' Valarie Pettiford', ' Pooch Hall', ' Tenika Davis', ' T.D. Jakes', ' Mike Epps', ' Romeo Miller', ' Marguerite McNeil', ' El DeBarge', ' Brian Stokes Mitchell', ' Gary Dourdan']","['Comedies', ' Romantic Movies']"
7150,Junebug,['Phil Morrison'],"['Amy Adams', ' Embeth Davidtz', ' Ben McKenzie', ' Alessandro Nivola', ' Frank Hoyt Taylor', ' Celia Weston', ' Scott Wilson', ' Jill Wagner', ' Victoria Jackson', ' Chuck Russell', ' Jerry Minor', ' Matt Besser']","['Comedies', ' Dramas', ' Independent Movies']"
7151,Jupiter Ascending,"['Lana Wachowski', ' Lilly Wachowski']","['Mila Kunis', ' Channing Tatum', ' Sean Bean', ' Eddie Redmayne', ' Douglas Booth', ' Tuppence Middleton', ' Nikki Amuka-Bird', ' Christina Cole', "" James D'Arcy"", ' Gugu Mbatha-Raw']","['Action & Adventure', ' Sci-Fi & Fantasy']"
7152,Just Friends,['Roger Kumble'],"['Anna Faris', ' Ty Olsson', ' Julie Hagerty', ' Amy Smart', ' Chris Marquette', ' Fred Ewanuick', ' Amy Matysio', ' Chris Klein', ' Ryan Reynolds', ' Stephen Root']","['Comedies', ' Romantic Movies']"
7153,"Justice, My Foot!",['Johnnie To'],"['Stephen Chow', ' Anita Mui', ' Carrie Ng', ' Wai Ai', ' Benjamin Chan', ' Ka Sang Cheung', ' Wing Cho', ' Paul Chun', ' Eddy Ko', ' Chi Ming Lau']","['Action & Adventure', ' Comedies', ' International Movies']"
7154,Justin Bieber: Never Say Never,['Jon M. Chu'],"['Justin Bieber', ' Ludacris', ' Usher Raymond', ' Jaden Smith', ' Miley Cyrus', ' Sean Kingston', ' Boyz II Men']","['Documentaries', ' Music & Musicals']"
7156,K-19: The Widowmaker,['Kathryn Bigelow'],"['Harrison Ford', ' Liam Neeson', ' Peter Sarsgaard', ' Sam Spruell', ' Joss Ackland', ' Peter Stebbings', ' Christian Camargo', ' Sam Redford', ' John Shrapnel', ' Donald Sumpter']","['Action & Adventure', ' Dramas']"
